CUI_1,STR_1,CUI_2,STR_2,SCORE
C0017097,GARDNER SYNDROME,C3146245,ADENOMATOUS STOMACH POLYP,0.5055239200592041
C0017105,"GANGRENE, GAS",C0238124,"FASCIITIS, NECROTIZING",0.6126740574836731
C0017105,"GANGRENE, GAS",C1704275,"MYOSITIS, BACTERIAL, SPONTANEOUS",0.5917163491249084
C0017105,"GANGRENE, GAS",C0039614,TETANUS,0.5683819651603699
C0017105,"GANGRENE, GAS",C0028242,NOCARDIOSIS,0.557257890701294
C0017105,"GANGRENE, GAS",C0032805,POSTCARDIOTOMY SYNDROME,0.5436109304428101
C0017105,"GANGRENE, GAS",C0025229,MELIOIDOSIS,0.5377539992332458
C0017105,"GANGRENE, GAS",C0238027,"BOTULISM, INFANTILE",0.5254247784614563
C0017154,ATROPHIC GASTRITIS,C0038358,GASTRIC ULCER,0.6412099003791809
C0017154,ATROPHIC GASTRITIS,C0085695,"GASTRITIS, CHRONIC",0.5394710302352905
C0017154,ATROPHIC GASTRITIS,C0151435,Enteropathic arthritis,0.5355228781700134
C0017154,ATROPHIC GASTRITIS,C0009324,"COLITIS, ULCERATIVE",0.5274773836135864
C0017154,ATROPHIC GASTRITIS,C0021390,IRRITABLE BOWEL DISEASE,0.5247772336006165
C0017154,ATROPHIC GASTRITIS,C0043515,ZOLLINGER-ELLISON SYNDROME,0.5139322876930237
C0017154,ATROPHIC GASTRITIS,C0149518,"GASTRITIS, ACUTE",0.511040210723877
C0017155,"GASTRITIS, HYPERTROPHIC",C0043515,ZOLLINGER-ELLISON SYNDROME,0.642680287361145
C0017155,"GASTRITIS, HYPERTROPHIC",C0005750,BLIND LOOP SYNDROME,0.5340020656585693
C0017155,"GASTRITIS, HYPERTROPHIC",C0038358,GASTRIC ULCER,0.5134523510932922
C0017155,"GASTRITIS, HYPERTROPHIC",C0009324,"COLITIS, ULCERATIVE",0.5079568028450012
C0017155,"GASTRITIS, HYPERTROPHIC",C0085695,"GASTRITIS, CHRONIC",0.5069701075553894
C0017155,"GASTRITIS, HYPERTROPHIC",C0011993,VIPOMA,0.5068924427032471
C0017205,GAUCHER DISEASE,C0017922,GLYCOGEN STORAGE DISEASE TYPE III,0.7414610385894775
C0017205,GAUCHER DISEASE,C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,0.6811155080795288
C0017205,GAUCHER DISEASE,C0023522,METACHROMATIC LEUKODYSTROPHY,0.6808905601501465
C0017205,GAUCHER DISEASE,C0028064,NIEMANN-PICK DISEASE,0.6802387833595276
C0017205,GAUCHER DISEASE,C0023521,KRABBE DISEASE,0.6783519983291626
C0017205,GAUCHER DISEASE,C0017920,GLYCOGEN STORAGE DISEASE TYPE I,0.6696929335594177
C0017205,GAUCHER DISEASE,C0017921,GLYCOGEN STORAGE DISEASE TYPE II,0.661248505115509
C0017455,GEOTRICHOSIS,C0026718,MUCORMYCOSIS,0.6133526563644409
C0017455,GEOTRICHOSIS,C0700345,"VULVOVAGINITIS, MYCOTIC",0.5653679966926575
C0017455,GEOTRICHOSIS,C0030409,PARACOCCIDIOIDOMYCOSIS,0.5614939332008362
C0017455,GEOTRICHOSIS,C0038463,STRONGYLOIDIASIS,0.5433706045150757
C0017455,GEOTRICHOSIS,C0029895,OTOMYCOSIS,0.5380602478981018
C0017455,GEOTRICHOSIS,C0029001,ONCHOCERCIASIS,0.5354121923446655
C0017494,GERSTMANN SYNDROME,C0010964,DANDY WALKER SYNDROME,0.5292062759399414
C0017494,GERSTMANN SYNDROME,C0007789,"PALSY, CEREBRAL",0.520733118057251
C0017494,GERSTMANN SYNDROME,C0175754,"CORPUS CALLOSUM, AGENESIS",0.5076115727424622
C0017494,GERSTMANN SYNDROME,C0007795,SCHILDER DISEASE,0.49911192059516907
C0017494,GERSTMANN SYNDROME,C0270736,BENIGN ESSENTIAL TREMOR SYNDROME,0.4857768714427948
C0017494,GERSTMANN SYNDROME,C0221060,MOEBIUS SYNDROME,0.4847874641418457
C0017494,GERSTMANN SYNDROME,C0014077,"ENCEPHALOMYELITIS, NECROTIZING HEMORRHAGIC, ACUTE",0.48389309644699097
C0017536,GIARDIASIS,C0162576,ANISAKIASIS,0.6173427104949951
C0017536,GIARDIASIS,C0003950,ASCARIASIS,0.5821139216423035
C0017536,GIARDIASIS,C0238106,"ENTEROCOLITIS, PSEUDOMEMBRANOUS, ACUTE",0.5657608509063721
C0017547,"GIGANTISM, PITUITARY",C0018213,GRAVES DISEASE,0.6020047664642334
C0017547,"GIGANTISM, PITUITARY",C0302280,"ADRENOGENITAL SYNDROME, CONGENITAL",0.5961050987243652
C0017547,"GIGANTISM, PITUITARY",C0027577,NELSON SYNDROME,0.5624035596847534
C0017551,GILBERT SYNDROME,C5551003,CRIGLER-NAJJAR DISEASE,0.7892624735832214
C0017551,GILBERT SYNDROME,C0220991,ROTOR SYNDROME,0.6758354902267456
C0017551,GILBERT SYNDROME,C0022350,DUBIN-JOHNSON SYNDROME,0.6401026248931885
C0017551,GILBERT SYNDROME,C0037889,"ANEMIA, HEMOLYTIC, HEREDITARY SPHEROCYTIC",0.6247024536132812
C0017551,GILBERT SYNDROME,C0022610,KERNICTERUS,0.603996992111206
C0017551,GILBERT SYNDROME,C0015519,FACTOR X DEFICIENCY,0.5924413800239563
C0017589,GLANDERS,C0025229,MELIOIDOSIS,0.544525682926178
C0017589,GLANDERS,C0027983,NEWCASTLE DISEASE,0.488637775182724
C0017589,GLANDERS,C0016514,FOOT AND MOUTH DISEASE,0.46832922101020813
C0017589,GLANDERS,C0037354,SMALLPOX,0.45749515295028687
C0017589,GLANDERS,C0153064,"ENCEPHALITIS, WESTERN EQUINE",0.4537810683250427
C0017605,"GLAUCOMA, NARROW ANGLE",C0017612,"GLAUCOMA, OPEN ANGLE",0.7326622009277344
C0017605,"GLAUCOMA, NARROW ANGLE",C0020302,"GLAUCOMA, INFANTILE",0.649945080280304
C0017605,"GLAUCOMA, NARROW ANGLE",C0035344,RETINOPATHY OF PREMATURITY,0.5238656401634216
C0017605,"GLAUCOMA, NARROW ANGLE",C0221259,TRICHIASIS,0.5212787985801697
C0017605,"GLAUCOMA, NARROW ANGLE",C0149507,"CELLULITIS, ORBITAL",0.5099322199821472
C0017605,"GLAUCOMA, NARROW ANGLE",C0038505,STURGE-WEBER DISEASE,0.5032660365104675
C0017605,"GLAUCOMA, NARROW ANGLE",C0019937,HORNER SYNDROME,0.5030006170272827
C0017612,"GLAUCOMA, OPEN ANGLE",C0020302,"GLAUCOMA, INFANTILE",0.6412832140922546
C0017612,"GLAUCOMA, OPEN ANGLE",C0206368,EXFOLIATION SYNDROME,0.5033069849014282
C0017612,"GLAUCOMA, OPEN ANGLE",C0221259,TRICHIASIS,0.4565157890319824
C0017612,"GLAUCOMA, OPEN ANGLE",C0035302,RETINAL ARTERY OCCLUSION,0.4354473054409027
C0017612,"GLAUCOMA, OPEN ANGLE",C0031538,PHIMOSIS,0.4340950846672058
C0017612,"GLAUCOMA, OPEN ANGLE",C0149507,"CELLULITIS, ORBITAL",0.42135927081108093
C0017661,"NEPHROPATHY, IGA",C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",0.7463297247886658
C0017661,"NEPHROPATHY, IGA",C0221239,"GLOMERULONEPHRITIS, RAPIDLY PROGRESSIVE",0.6786252856254578
C0017661,"NEPHROPATHY, IGA",C0034152,HENOCH-SCHOENLEIN PURPURA,0.6770803332328796
C0017661,"NEPHROPATHY, IGA",C0017665,"GLOMERULONEPHRITIS, MEMBRANOUS",0.6745688915252686
C0017661,"NEPHROPATHY, IGA",C0221238,"GLOMERULONEPHRITIS, MESANGIAL PROLIFERATIVE",0.6679021716117859
C0017661,"NEPHROPATHY, IGA",C0152451,"GLOMERULONEPHRITIS, CHRONIC",0.6336296200752258
C0017661,"NEPHROPATHY, IGA",C0024143,"NEPHRITIS, LUPUS",0.6188687086105347
C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",C0024143,"NEPHRITIS, LUPUS",0.7372121810913086
C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",C0221238,"GLOMERULONEPHRITIS, MESANGIAL PROLIFERATIVE",0.7253277897834778
C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",C0221239,"GLOMERULONEPHRITIS, RAPIDLY PROGRESSIVE",0.6846555471420288
C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",C0017665,"GLOMERULONEPHRITIS, MEMBRANOUS",0.6688960194587708
C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",C0403529,GOODPASTURE SYNDROME,0.6469262838363647
C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",C3495801,"GRANULOMATOSIS, WEGENER",0.6414947509765625
C0017665,"GLOMERULONEPHRITIS, MEMBRANOUS",C0221239,"GLOMERULONEPHRITIS, RAPIDLY PROGRESSIVE",0.6720256805419922
C0017665,"GLOMERULONEPHRITIS, MEMBRANOUS",C0027721,"NEPHROSIS, LIPOID",0.6517610549926758
C0017665,"GLOMERULONEPHRITIS, MEMBRANOUS",C0403529,GOODPASTURE SYNDROME,0.6457505822181702
C0017665,"GLOMERULONEPHRITIS, MEMBRANOUS",C0024143,"NEPHRITIS, LUPUS",0.6286234259605408
C0017665,"GLOMERULONEPHRITIS, MEMBRANOUS",C0152451,"GLOMERULONEPHRITIS, CHRONIC",0.6284000277519226
C0017668,"GLOMERULONEPHRITIS, FOCAL SCLEROSING",C0221239,"GLOMERULONEPHRITIS, RAPIDLY PROGRESSIVE",0.7060582041740417
C0017668,"GLOMERULONEPHRITIS, FOCAL SCLEROSING",C0027721,"NEPHROSIS, LIPOID",0.6884241104125977
C0017668,"GLOMERULONEPHRITIS, FOCAL SCLEROSING",C0027726,NEPHROTIC SYNDROME,0.6621928811073303
C0017668,"GLOMERULONEPHRITIS, FOCAL SCLEROSING",C0152451,"GLOMERULONEPHRITIS, CHRONIC",0.6571100950241089
C0017668,"GLOMERULONEPHRITIS, FOCAL SCLEROSING",C0156221,"GLOMERULONEPHRITIS, ACUTE",0.6417924165725708
C0017668,"GLOMERULONEPHRITIS, FOCAL SCLEROSING",C0022660,"KIDNEY, FAILURE, ACUTE",0.636959969997406
C0017668,"GLOMERULONEPHRITIS, FOCAL SCLEROSING",C0017662,"GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE",0.611259400844574
C0017671,GLOMUS JUGULARE TUMOR,C0027859,"NEUROMA, ACOUSTIC",0.5220127105712891
C0017671,GLOMUS JUGULARE TUMOR,C0031511,PHEOCHROMOCYTOMA,0.5162139534950256
C0017671,GLOMUS JUGULARE TUMOR,C0032816,POST-CONCUSSION HEADACHE,0.5100653171539307
C0017671,GLOMUS JUGULARE TUMOR,C0687150,"PARATHYROID, ADENOCARCINOMA",0.5099101066589355
C0017671,GLOMUS JUGULARE TUMOR,C3695127,"BRAIN, ASTROCYTOMA",0.4885224997997284
C0017671,GLOMUS JUGULARE TUMOR,C0221058,"MIGRAINE, OPHTHALMOPLEGIC",0.46703946590423584
C0017689,"PANCREAS, ISLET-CELL TUMOR, GLUCAGON-PRODUCING",C0021670,"PANCREAS, ISLET-CELL TUMOR, INSULIN-PRODUCING",0.6814157366752625
C0017689,"PANCREAS, ISLET-CELL TUMOR, GLUCAGON-PRODUCING",C0037661,SOMATOSTATINOMA,0.6572345495223999
C0017689,"PANCREAS, ISLET-CELL TUMOR, GLUCAGON-PRODUCING",C0043515,ZOLLINGER-ELLISON SYNDROME,0.5962509512901306
C0017689,"PANCREAS, ISLET-CELL TUMOR, GLUCAGON-PRODUCING",C0262401,AMPULLA VATER CARCINOMA,0.5600223541259766
C0017689,"PANCREAS, ISLET-CELL TUMOR, GLUCAGON-PRODUCING",C0024586,CARCINOID SYNDROME,0.5561858415603638
C0017689,"PANCREAS, ISLET-CELL TUMOR, GLUCAGON-PRODUCING",C0033375,"PITUITARY ADENOMA, PROLACTIN SECRETING",0.5502654314041138
C0017920,GLYCOGEN STORAGE DISEASE TYPE I,C0017922,GLYCOGEN STORAGE DISEASE TYPE III,0.8038432002067566
C0017920,GLYCOGEN STORAGE DISEASE TYPE I,C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,0.7474182844161987
C0017920,GLYCOGEN STORAGE DISEASE TYPE I,C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,0.7354635000228882
C0017920,GLYCOGEN STORAGE DISEASE TYPE I,C0017926,GLYCOGEN STORAGE DISEASE TYPE VII,0.6538761258125305
C0017921,GLYCOGEN STORAGE DISEASE TYPE II,C0017922,GLYCOGEN STORAGE DISEASE TYPE III,0.7652793526649475
C0017921,GLYCOGEN STORAGE DISEASE TYPE II,C0017926,GLYCOGEN STORAGE DISEASE TYPE VII,0.7549993991851807
C0017921,GLYCOGEN STORAGE DISEASE TYPE II,C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,0.7373146414756775
C0017921,GLYCOGEN STORAGE DISEASE TYPE II,C0017924,GLYCOGEN STORAGE DISEASE TYPE V,0.6772687435150146
C0017921,GLYCOGEN STORAGE DISEASE TYPE II,C0017920,GLYCOGEN STORAGE DISEASE TYPE I,0.6508156657218933
C0017921,GLYCOGEN STORAGE DISEASE TYPE II,C0085132,MUCOPOLYSACCHARIDOSIS VII,0.6506044864654541
C0017922,GLYCOGEN STORAGE DISEASE TYPE III,C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,0.8401244282722473
C0017922,GLYCOGEN STORAGE DISEASE TYPE III,C0017926,GLYCOGEN STORAGE DISEASE TYPE VII,0.7405609488487244
C0017922,GLYCOGEN STORAGE DISEASE TYPE III,C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,0.735908567905426
C0017922,GLYCOGEN STORAGE DISEASE TYPE III,C0085132,MUCOPOLYSACCHARIDOSIS VII,0.6792590618133545
C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,0.7544789910316467
C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,C0017926,GLYCOGEN STORAGE DISEASE TYPE VII,0.6951886415481567
C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,C0085132,MUCOPOLYSACCHARIDOSIS VII,0.6666612029075623
C0017924,GLYCOGEN STORAGE DISEASE TYPE V,C0017926,GLYCOGEN STORAGE DISEASE TYPE VII,0.7267097234725952
C0017924,GLYCOGEN STORAGE DISEASE TYPE V,C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,0.6796450614929199
C0017924,GLYCOGEN STORAGE DISEASE TYPE V,C0017923,GLYCOGEN STORAGE DISEASE TYPE IV,0.6380410194396973
C0017924,GLYCOGEN STORAGE DISEASE TYPE V,C0017922,GLYCOGEN STORAGE DISEASE TYPE III,0.6018298864364624
C0017924,GLYCOGEN STORAGE DISEASE TYPE V,C0150005,VIRAL MYOSITIS,0.5659234523773193
C0017924,GLYCOGEN STORAGE DISEASE TYPE V,C0017920,GLYCOGEN STORAGE DISEASE TYPE I,0.5530308485031128
C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,C0017926,GLYCOGEN STORAGE DISEASE TYPE VII,0.6253761053085327
C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,C0017921,GLYCOGEN STORAGE DISEASE TYPE II,0.6208232641220093
C0017925,GLYCOGEN STORAGE DISEASE TYPE VI,C0085132,MUCOPOLYSACCHARIDOSIS VII,0.6049976944923401
C0017926,GLYCOGEN STORAGE DISEASE TYPE VII,C0340968,"ANEMIA, HEMOLYTIC, PYRUVATE KINASE DEFICIENCY",0.6496222019195557
C0018013,GNATHOSTOMIASIS,C0392662,ANGIOSTRONGYLIASIS,0.6685688495635986
C0018013,GNATHOSTOMIASIS,C0162576,ANISAKIASIS,0.6597675681114197
C0018013,GNATHOSTOMIASIS,C0040948,TRICHOSTRONGYLIASIS,0.637733519077301
C0018013,GNATHOSTOMIASIS,C0040896,TRICHINOSIS,0.6372117400169373
C0018013,GNATHOSTOMIASIS,C0003950,ASCARIASIS,0.6034278869628906
C0018013,GNATHOSTOMIASIS,C0037753,SPARGANOSIS,0.5997754335403442
C0018013,GNATHOSTOMIASIS,C0013100,DRACUNCULIASIS,0.591990053653717
C0018022,GOITER ENDEMIC,C0018024,"GOITER, SUBSTERNAL",0.6577993035316467
C0018022,GOITER ENDEMIC,C0018213,GRAVES DISEASE,0.6018085479736328
C0018022,GOITER ENDEMIC,C0677607,"THYROIDITIS, HASHIMOTO",0.5912201404571533
C0018022,GOITER ENDEMIC,C0342200,"CRETINISM, ENDEMIC",0.5777203440666199
C0018022,GOITER ENDEMIC,C0238461,"THYROID, CARCINOMA, ANAPLASTIC",0.5029710531234741
C0018022,GOITER ENDEMIC,C0342127,"GOITER, TOXIC, NODULAR",0.4954303503036499
C0018022,GOITER ENDEMIC,C0040127,THYROTOXIC CRISIS,0.4757431447505951
C0018024,"GOITER, SUBSTERNAL",C0238461,"THYROID, CARCINOMA, ANAPLASTIC",0.6324001550674438
C0018024,"GOITER, SUBSTERNAL",C0342127,"GOITER, TOXIC, NODULAR",0.6311235427856445
C0018024,"GOITER, SUBSTERNAL",C0677607,"THYROIDITIS, HASHIMOTO",0.6266404986381531
C0018024,"GOITER, SUBSTERNAL",C0018213,GRAVES DISEASE,0.5994600653648376
C0018024,"GOITER, SUBSTERNAL",C0040124,"THYROGLOSSAL DUCT, CYST",0.5828584432601929
C0018024,"GOITER, SUBSTERNAL",C0151468,THYROID ADENOMA,0.5789167881011963
C0018051,GONADAL DYSGENESIS,C0022735,KLINEFELTER SYNDROME,0.7843350172042847
C0018051,GONADAL DYSGENESIS,C0266361,"HERMAPHRODITISM, TRUE",0.727150022983551
C0018051,GONADAL DYSGENESIS,C3266843,XYY SYNDROME,0.679207980632782
C0018051,GONADAL DYSGENESIS,C0936016,TESTICULAR FEMINIZATION SYNDROME,0.634982705116272
C0018051,GONADAL DYSGENESIS,C0265490,TRISOMY 22,0.6123690009117126
C0018051,GONADAL DYSGENESIS,C0238395,"PSEUDOHERMAPHRODITISM, MALE",0.5966149568557739
C0018051,GONADAL DYSGENESIS,C0162809,"HYPOGONADISM, HYPOGONADOTROPIC, WITH ANOSMIA",0.5861667990684509
C0018078,"URETHRITIS, GONORRHEAL, MALE",C0040923,"TRICHOMONAS VAGINALIS INFECTION, FEMALE",0.5320702195167542
C0018078,"URETHRITIS, GONORRHEAL, MALE",C0238502,"URETHRA, PROLAPSE",0.49869000911712646
C0018078,"URETHRITIS, GONORRHEAL, MALE",C0085166,BACTERIAL VAGINOSIS,0.496171772480011
C0018078,"URETHRITIS, GONORRHEAL, MALE",C0162301,"URETHRA, CALCULUS",0.4835520088672638
C0018078,"URETHRITIS, GONORRHEAL, MALE",C0024286,LYMPHOGRANULOMA VENEREUM,0.4767554998397827
C0018078,"URETHRITIS, GONORRHEAL, MALE",C0025294,"MENINGITIS, MENINGOCOCCAL",0.47337085008621216
C0018078,"URETHRITIS, GONORRHEAL, MALE",C0238124,"FASCIITIS, NECROTIZING",0.4703383445739746
C0018099,Gout,C0033802,PSEUDOGOUT,0.6201339960098267
C0018099,Gout,C0023374,LESCH NYHAN SYNDROME,0.6151898503303528
C0018099,Gout,C0001126,"ACIDOSIS, RENAL, TUBULAR",0.5456375479698181
C0018099,Gout,C0022650,"KIDNEY, CALCULUS",0.5141457319259644
C0018099,Gout,C0020501,PRIMARY HYPEROXALURIA,0.5030255317687988
C0018099,Gout,C0002066,ALKAPTONURIA,0.49205926060676575
C0018099,Gout,C0020630,HYPOPHOSPHATASIA,0.4841596484184265
C0018133,GRAFT VERSUS HOST DISEASE,C0238217,"KIDNEY, TRANSPLANT REJECTION",0.6211224794387817
C0018133,GRAFT VERSUS HOST DISEASE,C0020981,"LYMPHADENOPATHY, ANGIOIMMUNOBLASTIC, WITH DYSPROTEINEMIA",0.4826101064682007
C0018133,GRAFT VERSUS HOST DISEASE,C0032463,"POLYCYTHEMIA, PRIMARY",0.47899329662323
C0018133,GRAFT VERSUS HOST DISEASE,C0036830,SERUM SICKNESS,0.4487898647785187
C0018133,GRAFT VERSUS HOST DISEASE,C0085110,"IMMUNODEFICIENCY, SEVERE COMBINED",0.4470245838165283
C0018133,GRAFT VERSUS HOST DISEASE,C0014761,"ERYTHROBLASTOSIS, FETALIS",0.446448415517807
C0018133,GRAFT VERSUS HOST DISEASE,C0398650,"PURPURA, THROMBOCYTOPENIC, IDIOPATHIC",0.4445870518684387
C0018190,GRANULOMA INGUINALE,C0024286,LYMPHOGRANULOMA VENEREUM,0.7238867282867432
C0018190,GRANULOMA INGUINALE,C0024449,MYCETOMA,0.5113990306854248
C0018190,GRANULOMA INGUINALE,C0085568,BURULI ULCER,0.5108007192611694
C0018190,GRANULOMA INGUINALE,C0023652,LICHEN SCLEROSUS ET ATROPHICUS,0.4991789162158966
C0018190,GRANULOMA INGUINALE,C0031946,PINTA,0.4969259798526764
C0018190,GRANULOMA INGUINALE,C0041343,"ABSCESS, TUBO-OVARIAN",0.4896586835384369
C0018190,GRANULOMA INGUINALE,C0001261,ACTINOMYCOSIS,0.48965272307395935
C0018197,"GRANULOMA, MIDLINE",C0024307,LYMPHOMATOID GRANULOMATOSIS,0.6094326376914978
C0018197,"GRANULOMA, MIDLINE",C0151449,"Sjogren's syndrome, primary",0.5976636409759521
C0018197,"GRANULOMA, MIDLINE",C0020981,"LYMPHADENOPATHY, ANGIOIMMUNOBLASTIC, WITH DYSPROTEINEMIA",0.5549384355545044
C0018197,"GRANULOMA, MIDLINE",C0026948,MYCOSIS FUNGOIDES,0.5192704200744629
C0018197,"GRANULOMA, MIDLINE",C0040100,THYMOMA,0.5022333264350891
C0018197,"GRANULOMA, MIDLINE",C0014461,EOSINOPHILIC GRANULOMA,0.4971655607223511
C0018197,"GRANULOMA, MIDLINE",C0038325,STEVENS-JOHNSON SYNDROME,0.494253933429718
C0018203,CHRONIC GRANULOMATOUS DISEASE,C0085110,"IMMUNODEFICIENCY, SEVERE COMBINED",0.6653658151626587
C0018203,CHRONIC GRANULOMATOUS DISEASE,C0221023,"NEUTROPENIA, CYCLIC",0.5828567743301392
C0018203,CHRONIC GRANULOMATOUS DISEASE,C3495801,"GRANULOMATOSIS, WEGENER",0.551215648651123
C0018203,CHRONIC GRANULOMATOUS DISEASE,C0221026,"AGAMMAGLOBULINEMIA, X-LINKED INFANTILE",0.5375730991363525
C0018203,CHRONIC GRANULOMATOUS DISEASE,C3887645,JOB SYNDROME,0.5223446488380432
C0018213,GRAVES DISEASE,C0677607,"THYROIDITIS, HASHIMOTO",0.7724288105964661
C0018213,GRAVES DISEASE,C0040127,THYROTOXIC CRISIS,0.603343665599823
C0018213,GRAVES DISEASE,C0040149,"THYROIDITIS, SUBACUTE",0.5945085287094116
C0018213,GRAVES DISEASE,C0010481,CUSHING SYNDROME,0.577308177947998
C0018572,HAND-FOOT-AND-MOUTH DISEASE,C0019338,HERPANGINA,0.6850302815437317
C0018572,HAND-FOOT-AND-MOUTH DISEASE,C0032238,"PLEURODYNIA, EPIDEMIC",0.6563677787780762
C0018572,HAND-FOOT-AND-MOUTH DISEASE,C1276801,ERYSIPELOID,0.55467289686203
C0018572,HAND-FOOT-AND-MOUTH DISEASE,C0035613,RIFT VALLEY FEVER,0.553840696811676
C0018572,HAND-FOOT-AND-MOUTH DISEASE,C0085273,ERYTHEMA INFECTIOSUM,0.5393987894058228
C0018609,HARTNUP DISEASE,C0268547,"ACIDURIA, ARGININOSUCCINIC",0.6542730927467346
C0018609,HARTNUP DISEASE,C0028860,OCULOCEREBRORENAL DYSTROPHY,0.6384656429290771
C0018609,HARTNUP DISEASE,C0024776,MAPLE SYRUP URINE DISEASE,0.637366533279419
C0018609,HARTNUP DISEASE,C4316899,CYSTINOSIS,0.6119926571846008
C0018777,"HEARING DISORDER, CONDUCTIVE",C0018784,"HEARING DISORDER, SENSORINEURAL",0.7320175766944885
C0018777,"HEARING DISORDER, CONDUCTIVE",C1148522,"DEAFNESS, CHRONIC ACOUSTIC TRAUMA",0.6397954225540161
C0018777,"HEARING DISORDER, CONDUCTIVE",C0029899,OTOSCLEROSIS,0.6275365352630615
C0018777,"HEARING DISORDER, CONDUCTIVE",C0025281,MENIERE DISEASE,0.6006314158439636
C0018777,"HEARING DISORDER, CONDUCTIVE",C0027859,"NEUROMA, ACOUSTIC",0.570010244846344
C0018777,"HEARING DISORDER, CONDUCTIVE",C0395887,TYMPANOSCLEROSIS,0.5539128184318542
C0018777,"HEARING DISORDER, CONDUCTIVE",C0024904,MASTOIDITIS,0.4958958327770233
C0018784,"HEARING DISORDER, SENSORINEURAL",C0029899,OTOSCLEROSIS,0.6107822060585022
C0018784,"HEARING DISORDER, SENSORINEURAL",C1148522,"DEAFNESS, CHRONIC ACOUSTIC TRAUMA",0.6053734421730042
C0018784,"HEARING DISORDER, SENSORINEURAL",C0027859,"NEUROMA, ACOUSTIC",0.5955958962440491
C0018784,"HEARING DISORDER, SENSORINEURAL",C0025281,MENIERE DISEASE,0.53990638256073
C0018784,"HEARING DISORDER, SENSORINEURAL",C0751908,VESTIBULAR NEURONITIS,0.5208321809768677
C0018784,"HEARING DISORDER, SENSORINEURAL",C0024904,MASTOIDITIS,0.4466257393360138
C0018802,"HEART FAILURE, CONGESTIVE",C0034063,PULMONARY EDEMA,0.674619197845459
C0018802,"HEART FAILURE, CONGESTIVE",C0036980,CARDIOGENIC SHOCK,0.6103185415267944
C0018802,"HEART FAILURE, CONGESTIVE",C0013743,EISENMENGER SYNDROME,0.5788739919662476
C0018802,"HEART FAILURE, CONGESTIVE",C0039685,TETRALOGY OF FALLOT,0.5719879865646362
C0018802,"HEART FAILURE, CONGESTIVE",C0243002,"TRICUSPID VALVE, ATRESIA",0.5667479038238525
C0018802,"HEART FAILURE, CONGESTIVE",C0040961,"TRICUSPID VALVE, INSUFFICIENCY",0.5644301176071167
C0018817,ATRIAL SEPTAL DEFECT,C0221215,COMMON ATRIOVENTRICULAR CANAL,0.765489935874939
C0018817,ATRIAL SEPTAL DEFECT,C0041022,"PULMONARY VALVE, STENOSIS, WITH PATENT FORAMEN OVALE",0.680599570274353
C0018817,ATRIAL SEPTAL DEFECT,C0039685,TETRALOGY OF FALLOT,0.6510196924209595
C0018817,ATRIAL SEPTAL DEFECT,C0013481,"TRICUSPID VALVE, EBSTEIN ANOMALY",0.6478828191757202
C0018817,ATRIAL SEPTAL DEFECT,C0040761,"TRANSPOSITION, GREAT VESSELS, COMPLETE",0.627995491027832
C0018817,ATRIAL SEPTAL DEFECT,C0175707,SPLENIC AGENESIS SYNDROME,0.6237450242042542
C0018839,HEAT EXHAUSTION,C0018843,HEAT STROKE,0.6967929601669312
C0018839,HEAT EXHAUSTION,C0010481,CUSHING SYNDROME,0.5526087284088135
C0018839,HEAT EXHAUSTION,C0027821,NEUROCIRCULATORY ASTHENIA,0.5525915026664734
C0018839,HEAT EXHAUSTION,C0038994,GUSTATORY SWEATING SYNDROME,0.5441389679908752
C0018839,HEAT EXHAUSTION,C0040127,THYROTOXIC CRISIS,0.5431470274925232
C0018843,HEAT STROKE,C0040127,THYROTOXIC CRISIS,0.5002617835998535
C0018843,HEAT STROKE,C0014804,ERYTHROMELALGIA,0.49457257986068726
C0018843,HEAT STROKE,C0034734,RAYNAUD DISEASE,0.4602937400341034
C0018843,HEAT STROKE,C0001396,STOKES-ADAMS ATTACKS,0.4563515782356262
C0018843,HEAT STROKE,C0009176,COCAINE INTOXICATION,0.4543059468269348
C0018852,HEAVY CHAIN DISEASE,C0242310,IGM HEAVY CHAIN DISEASE,0.6876931190490723
C0018852,HEAVY CHAIN DISEASE,C0018854,IGG HEAVY CHAIN DISEASE,0.6731352210044861
